word,mean_abs_shap,mean_shap,count
analysts,0.06589930918481615,-0.06589930918481615,1
believe,0.06567755453237195,-0.06567755453237195,1
outcomes,0.06552301581811021,-0.06552301581811021,1
merril,0.06541649997234344,-0.06541649997234344,1
defines,0.06527049476862885,-0.06527049476862885,1
committing,0.06519999844257277,0.06519999844257277,1
vocal,0.06514383672453862,0.06514383672453862,2
nationalism,0.06508071145298244,0.06508071145298244,2
solid,0.0650260928280962,0.0650260928280962,1
““gender,0.06502552796155214,0.06502552796155214,1
concerns,0.06486813387730056,-0.06486813387730056,1
““consistent””,0.06484828635584564,-0.06484828635584564,1
measure,0.06461604950891342,-0.06461604950891342,1
dangers,0.06457607209449634,0.06457607209449634,1
male,0.06452688188292086,0.06295543476007878,2
judge’’s,0.06444286717709878,-0.06444286717709878,1
sen,0.06440230984784043,-0.06440230984784043,2
““lgbt-inclusive””,0.06427475116812649,0.06427475116812649,1
evidence,0.06396383497243126,-0.06396383497243126,1
allow,0.06394758866614818,0.04087791635053388,2
triumphing,0.06383496055689951,0.06383496055689951,1
wildly,0.06346300018940901,0.06346300018940901,2
unusual,0.06345361405547009,-0.06345361405547009,2
challenging,0.06331064240657724,-0.06331064240657724,1
homicide,0.06312392921083504,-0.06312392921083504,1
researchers,0.06302644531695276,-0.06302644531695276,3
netflix,0.06300468640547478,-0.036134012251568495,2
detentions,0.06292082343134098,-0.06292082343134098,1
jesus,0.06282512894055496,0.06282512894055496,1
ill-advised,0.06276936468978722,0.06276936468978722,1
ordered,0.06273206272884703,-0.06273206272884703,3
cautionary,0.06258163991151378,0.06258163991151378,1
colleen,0.06255914860715468,-0.06255914860715468,1
normal,0.062331439178836136,-0.062331439178836136,1
facebook,0.06233134960186565,-0.06233134960186565,2
headline-grabbing,0.062320631221792475,0.062320631221792475,1
ticketmaster,0.06231879210099578,-0.06231879210099578,1
panel,0.06225519708176661,-0.06225519708176661,1
clear,0.06221625295620686,-0.06221625295620686,4
injured,0.062175007769837976,-0.062175007769837976,1
extraordinary,0.06212813620056423,-0.06212813620056423,1
there’’s,0.062073056935332716,-0.062073056935332716,1
threatens,0.06186545141972601,0.06186545141972601,1
expensive,0.06175664698239416,0.06175664698239416,1
record-low,0.06168474034140153,-0.06168474034140153,1
tradition,0.0616742705538248,-0.0616742705538248,2
compete,0.06159343235961457,-0.06159343235961457,3
shooting,0.0615710384229681,-0.0615710384229681,2
trump’’s,0.0615541531646299,0.053326985694706695,15
discussion,0.06146856210800213,-0.06146856210800213,1
salman,0.06138424185218707,-0.06138424185218707,1
polls,0.06110546618906988,-0.06110546618906988,2
nbc,0.06096944399178028,-0.06096944399178028,1
effectively,0.060939404511979475,0.060939404511979475,1
spectrum,0.06087650813990169,-0.06087650813990169,1
partisan,0.06068048714142707,0.06068048714142707,1
blame,0.06047483650036156,0.06047483650036156,1
schlapp’’s,0.06039765472613418,-0.06039765472613418,1
debate,0.06015629381207484,-0.06015629381207484,2
va,0.060121937848938004,-0.060121937848938004,1
disarray,0.060063501796095035,0.060063501796095035,1
transphobia,0.06002380336738296,0.06002380336738296,1
latinos,0.05999950675565439,-0.05999950675565439,1
appease,0.05992154672043398,0.05992154672043398,1
t-shirts,0.05980627926570985,-0.05980627926570985,1
bennett,0.059753508074209094,-0.059753508074209094,1
charleston,0.05954181662704231,-0.05954181662704231,3
issuing,0.0594767735650142,-0.0594767735650142,1
